"P09","P03","P13","P17","P18","P19","P02A","P05","P06","P08","P10","P11","P12","P15","P20","P21","P22","grupo_protesto","idade","renda","educação","ideologia","sexo","FATOR_POND"
5,10,10,10,10,10,10,10,10,10,10,10,7,7,7,10,1,"Não protestou",62,1,15,5,"Masculino",1.28262149301339
10,10,10,10,10,10,10,10,8,10,10,5,10,10,10,5,0,"Não protestou",24,1,14,0,"Feminino",0.906410388676652
9,10,10,10,10,6,10,6,2,10,10,8,2,6,8,10,5,"Não protestou",63,1,1,6,"Feminino",0.994876769752929
7,7,8,8,10,7,9,10,10,10,9,7,7,8,9,7,9,"Não protestou",25,1,11,5,"Masculino",1.63436219867758
10,0,10,10,10,0,10,10,10,10,10,0,10,0,10,0,0,"Pensou em protestar",17,NA,12,7,"Feminino",0.938682118112949
10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,8,10,"Não protestou",26,1,11,5,"Feminino",0.827151039373587
8,10,10,6,10,10,10,5,10,10,10,5,5,0,10,10,5,"Não protestou",20,1,13,10,"Feminino",0.961788005701161
10,10,10,10,10,0,10,10,10,0,10,10,10,0,10,0,0,NA,32,NA,14,NA,"Feminino",1.00680426244018
8,8,10,8,10,10,8,9,8,10,10,10,10,8,10,9,1,"Não protestou",42,3,11,6,"Masculino",0.76556981819016
10,8,10,8,10,10,10,8,10,8,8,7,10,8,10,10,2,"Não protestou",27,NA,14,5,"Masculino",1.03034341681913
6,10,10,10,7,10,10,10,10,7,7,5,7,5,10,8,3,"Já protestou",33,1,14,3,"Feminino",0.727847387676453
0,10,10,10,10,10,10,5,10,5,10,5,10,5,5,5,0,"Pensou em protestar",60,NA,10,5,"Feminino",1.0412405919147
7,10,8,10,10,10,10,10,10,7,8,7,7,7,10,6,2,"Não protestou",47,NA,16,5,"Feminino",1.2588245960274
9,10,10,10,10,10,10,10,10,10,10,9,9,7,8,10,0,"Já protestou",70,1,15,0,"Masculino",0.804932983373633
8,8,10,10,7,8,10,8,8,10,9,8,10,7,9,9,3,"Não protestou",26,2,14,NA,"Masculino",0.683136331078187
3,6,10,10,10,10,10,5,2,10,10,0,10,0,NA,0,0,"Não protestou",30,1,15,NA,"Feminino",0.782357332434863
8,10,10,10,10,10,10,10,10,10,10,10,10,5,10,5,0,"Não protestou",48,3,16,8,"Feminino",1.2588245960274
10,10,10,10,10,0,10,10,10,10,10,10,10,1,9,10,1,"Pensou em protestar",66,1,11,1,"Masculino",0.928938670900078
10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,"Pensou em protestar",48,1,14,1,"Masculino",0.842992195769641
10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,"Não protestou",42,1,14,0,"Masculino",0.776720050130207
9,10,9,10,10,9,10,8,1,10,10,8,10,2,7,3,0,"Não protestou",48,1,14,5,"Masculino",0.714079172723209
10,9,10,9,10,10,10,8,0,10,10,0,10,0,4,4,0,"Já protestou",65,1,14,1,"Feminino",0.797193998127171
10,8,10,10,10,9,10,5,5,10,10,6,9,2,8,9,1,"Não protestou",66,1,8,1,"Feminino",0.938696857873683
10,4,10,10,10,10,10,0,0,10,8,1,9,0,2,0,0,"Pensou em protestar",56,1,14,1,"Feminino",0.734790287840866
9,8,7,10,10,5,10,0,0,10,10,0,10,0,5,0,0,"Não protestou",36,2,14,1,"Feminino",0.947527887795733
8,7,10,10,10,10,5,9,10,10,8,10,10,8,9,10,6,"Não protestou",29,1,9,0,"Feminino",1.4725747816126
8,8,4,5,9,6,5,7,6,8,10,8,8,8,8,8,6,"Pensou em protestar",47,1,14,0,"Masculino",1.22349434628187
10,10,10,10,8,10,10,10,10,10,10,8,10,8,8,10,10,"Não protestou",59,3,14,0,"Feminino",0.746895257383077
10,8,10,10,10,10,10,9,9,9,10,10,9,0,9,4,7,"Pensou em protestar",35,1,14,NA,"Feminino",0.969111465241594
9,8,10,9,8,10,10,8,10,7,7,10,9,8,8,9,0,"Já protestou",73,5,14,9,"Masculino",1.06809341559137
5,10,10,10,10,5,10,10,10,5,10,10,5,5,10,5,0,"Não protestou",59,2,11,10,"Masculino",1.16505717920348
10,2,10,10,5,2,10,2,5,5,10,10,2,0,8,10,5,"Já protestou",42,1,14,6,"Masculino",1.22448167172007
9,9,10,10,9,10,9,10,8,10,10,10,9,10,9,9,9,"Não protestou",40,1,7,9,"Feminino",0.966482347421686
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Já protestou",25,1,14,10,"Feminino",0.805943580759283
10,9,10,10,10,9,10,8,10,10,10,10,9,6,9,3,0,"Não protestou",36,2,7,5,"Masculino",1.1029360305595
10,0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,"Não protestou",34,1,11,10,"Feminino",1.4737918569975
10,10,10,0,10,10,10,10,10,10,10,0,10,5,10,10,0,"Já protestou",59,3,14,5,"Masculino",1.06748711122298
10,4,10,10,10,9,10,6,10,10,5,6,10,6,6,5,9,"Pensou em protestar",40,1,16,3,"Feminino",0.925001388419352
10,10,10,0,10,8,10,10,10,7,10,9,10,9,10,10,3,"Já protestou",44,1,11,10,"Masculino",1.27735278335976
1,10,10,10,10,10,10,10,10,1,10,1,10,10,10,1,1,"Não protestou",36,2,16,0,"Masculino",0.899336887252339
9,9,10,9,10,5,10,9,9,10,9,10,10,5,5,5,2,"Não protestou",24,2,14,8,"Masculino",0.822925290940939
5,5,10,5,10,10,10,10,10,10,10,10,10,0,0,5,0,"Pensou em protestar",53,3,14,5,"Masculino",0.800154616524727
NA,10,5,NA,8,NA,10,0,NA,NA,10,0,10,NA,NA,NA,8,"Pensou em protestar",70,2,7,NA,"Masculino",1.15653335691913
7,10,10,8,10,9,10,7,8,5,10,6,10,6,9,5,1,"Não protestou",42,2,11,6,"Masculino",1.41202102462183
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Já protestou",59,3,14,0,"Masculino",0.705010152144506
10,10,10,10,10,0,10,10,10,10,10,10,10,NA,10,10,0,"Não protestou",26,NA,14,10,"Masculino",1.0012240346542
5,10,10,3,3,5,6,0,8,5,5,5,4,0,5,8,0,"Não protestou",58,NA,16,0,"Feminino",0.890419355208856
8,8,10,10,10,10,10,10,10,10,10,7,10,4,8,10,5,"Pensou em protestar",34,1,16,10,"Feminino",0.941305453868231
8,8,8,8,10,10,10,8,6,10,10,8,10,0,8,0,0,"Não protestou",67,1,15,NA,"Feminino",0.790400690626007
10,10,10,0,10,5,0,10,10,10,0,10,10,10,10,6,0,"Não protestou",24,1,14,5,"Masculino",1.16450048183901
10,10,10,8,10,10,10,8,8,9,10,10,10,7,8,5,0,"Não protestou",25,2,16,5,"Feminino",1.28995203045686
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,"Não protestou",23,2,14,10,"Feminino",0.691910779010027
8,8,7,8,10,10,10,9,9,10,7,9,7,5,10,7,5,"Não protestou",58,2,14,5,"Masculino",0.903327235054032
10,10,10,10,10,NA,10,10,10,10,10,9,10,10,10,10,9,"Não protestou",64,4,15,10,"Masculino",0.800008413024707
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",46,NA,11,7,"Masculino",0.82507142283702
10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,0,"Não protestou",78,1,6,10,"Feminino",1.11441576823788
5,5,10,5,10,10,10,10,10,8,10,10,10,0,0,10,0,"Pensou em protestar",18,NA,14,5,"Masculino",0.928416434975388
10,10,10,10,10,10,10,7,10,9,7,10,10,7,10,8,6,"Não protestou",47,1,14,10,"Feminino",1.30380243408594
8,NA,10,10,10,10,10,10,9,9,10,7,9,7,9,8,4,"Já protestou",27,1,14,10,"Feminino",1.35115640318754
10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,0,"Pensou em protestar",45,1,14,5,"Masculino",0.891221052292474
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"Não protestou",16,NA,14,5,"Masculino",1.00470351818244
6,6,6,10,6,6,6,6,6,6,6,5,6,6,6,6,6,"Não protestou",16,NA,13,5,"Feminino",0.944585957369995
10,10,NA,10,10,10,10,10,10,5,10,0,5,0,10,0,0,"Já protestou",33,NA,16,5,"Masculino",0.888920250139802
10,10,10,5,1,5,10,10,10,10,1,10,10,10,10,10,0,"Não protestou",34,NA,16,NA,"Feminino",0.810067224587673
10,10,10,10,10,8,10,8,8,10,10,10,10,5,10,8,0,"Já protestou",64,NA,14,8,"Feminino",0.98717884084404
10,5,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,"Não protestou",42,1,1,10,"Masculino",1.01378112170308
9,9,10,8,10,7,10,10,9,10,10,10,10,8,8,5,0,"Não protestou",30,3,14,5,"Masculino",1.32634023039686
10,5,2,9,9,1,10,2,10,5,6,5,7,4,10,4,7,"Não protestou",24,NA,11,10,"Feminino",1.44177222749021
7,7,7,7,9,5,10,6,5,4,10,5,5,4,7,5,4,"Não protestou",21,NA,11,5,"Feminino",1.50216953074198
7,9,10,10,10,10,10,9,9,8,10,10,7,3,6,4,1,"Pensou em protestar",25,2,7,6,"Masculino",1.50531033753427
8,9,10,10,10,10,10,10,10,5,10,5,10,5,10,9,3,"Não protestou",46,2,8,10,"Masculino",0.837223205192618
8,0,10,10,10,10,10,4,10,8,10,10,3,10,5,6,0,"Não protestou",17,1,13,0,"Masculino",1.00904733818532
10,0,10,10,0,0,10,10,10,10,10,10,0,10,10,10,10,"Não protestou",18,NA,14,5,"Feminino",0.988417781243206
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"Não protestou",18,NA,14,5,"Feminino",0.989760438973141
10,10,10,10,10,10,10,5,10,10,10,10,10,5,10,10,5,"Não protestou",42,5,14,10,"Masculino",0.970532194485792
10,10,10,7,10,10,10,10,10,10,10,10,10,5,5,0,0,"Não protestou",42,NA,16,6,"Feminino",1.34036794362585
8,0,10,10,10,10,10,10,10,10,10,7,10,10,0,8,0,"Não protestou",49,NA,13,0,"Feminino",0.916653950754482
8,7,8,5,5,5,6,8,6,8,3,3,5,3,7,6,5,"Não protestou",62,NA,10,10,"Masculino",1.07487327820641
10,10,10,10,10,10,10,5,10,10,10,10,10,10,8,5,6,"Não protestou",37,1,14,NA,"Feminino",0.973204899979694
10,7,10,10,10,10,10,5,8,10,10,10,10,5,10,5,0,"Não protestou",39,1,14,10,"Masculino",1.1373012701664
8,1,10,10,10,10,10,10,8,10,10,8,10,10,10,10,10,"Pensou em protestar",42,1,16,5,"Feminino",0.827504219212563
8,10,10,10,10,10,10,10,5,10,10,10,0,10,6,5,0,"Já protestou",37,NA,8,5,"Feminino",0.806366298784185
9,10,10,9,10,9,10,4,0,10,10,9,10,0,3,1,0,"Já protestou",23,2,16,1,"Feminino",0.853196792283326
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",28,NA,13,8,"Feminino",1.20306750090408
10,9,10,10,10,10,10,8,10,8,10,8,10,8,9,9,9,"Não protestou",51,1,11,4,"Masculino",0.972680114180548
10,10,10,1,10,10,10,10,10,10,10,10,10,1,10,10,10,"Não protestou",45,1,15,6,"Feminino",0.932773661914458
10,8,10,5,10,10,10,5,9,10,10,5,4,7,10,4,0,"Pensou em protestar",23,1,14,2,"Feminino",0.984149830676383
10,9,10,10,10,10,10,9,9,10,10,10,10,9,10,10,7,"Não protestou",19,1,14,7,"Masculino",0.888496114461039
7,8,7,7,10,8,8,8,10,10,10,8,8,0,8,8,0,"Não protestou",33,2,15,5,"Feminino",1.15133081391589
9,10,10,10,10,10,10,9,9,10,10,9,10,9,9,10,9,"Não protestou",43,1,5,0,"Feminino",1.00789708008026
4,0,10,10,10,0,5,10,10,10,10,10,10,10,10,5,0,"Não protestou",55,1,16,0,"Feminino",0.989035590858096
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",60,4,16,8,"Feminino",1.30912756990774
6,5,8,10,9,7,8,10,4,10,8,9,2,7,8,3,3,"Não protestou",32,1,13,5,"Feminino",1.01233361818035
2,3,2,3,3,3,6,3,10,3,10,6,10,3,8,3,4,"Não protestou",35,1,14,2,"Feminino",1.24978625730757
10,10,10,10,10,9,10,5,10,10,10,10,7,5,5,10,0,"Não protestou",36,1,8,5,"Masculino",0.984353313944718
10,10,10,10,10,10,9,10,10,9,10,10,10,10,10,9,5,"Pensou em protestar",37,NA,14,7,"Feminino",1.24905531993192
10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,0,"Pensou em protestar",46,3,11,5,"Feminino",0.787278512769397
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"Não protestou",18,NA,13,3,"Masculino",1.09117658625042
8,7,8,10,5,10,9,5,8,9,9,6,3,9,9,10,6,"Não protestou",52,1,1,10,"Masculino",0.974237750013774
10,9,3,2,10,10,6,10,7,10,10,10,8,5,10,4,0,"Não protestou",51,1,7,9,"Feminino",0.92961218348506
10,10,10,10,10,10,10,8,8,10,10,10,10,5,0,0,0,"Não protestou",22,1,13,0,"Feminino",0.837961918614137
5,10,8,10,10,7,10,7,10,10,10,5,5,4,5,5,4,"Não protestou",66,1,6,0,"Feminino",0.967325479867949
10,10,10,10,10,0,10,9,10,10,10,9,10,3,7,8,0,"Não protestou",38,1,13,NA,"Feminino",0.728667697429248
5,5,6,6,6,5,6,5,6,6,6,5,5,6,5,6,5,"Não protestou",16,NA,13,5,"Feminino",0.944585957369995
9,7,10,10,10,10,10,5,10,10,10,7,0,10,9,10,10,"Pensou em protestar",53,1,6,10,"Masculino",1.08659898202603
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,0,"Pensou em protestar",58,NA,8,10,"Feminino",1.34935085548078
10,10,10,10,10,10,10,10,10,10,10,10,10,0,8,0,0,"Já protestou",44,3,16,0,"Feminino",1.37484305953592
6,5,6,5,5,6,6,6,6,5,6,6,6,6,6,6,6,"Não protestou",16,NA,13,5,"Masculino",1.00470351818244
8,6,5,10,8,5,10,7,10,7,4,4,2,9,8,7,2,"Pensou em protestar",34,1,14,10,"Masculino",0.739581656787406
9,9,10,0,10,9,7,5,2,7,10,10,8,5,9,8,0,"Não protestou",22,2,13,NA,"Masculino",0.956270328932406
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,"Não protestou",62,3,16,6,"Masculino",0.804932983373633
5,10,10,10,10,10,10,7,8,10,10,3,10,0,5,0,0,"Não protestou",62,3,7,0,"Masculino",0.942443342447526
NA,5,10,10,10,10,10,5,5,10,10,10,10,NA,NA,NA,0,"Não protestou",64,2,7,NA,"Feminino",0.898472889681013
5,10,10,6,10,7,10,6,6,10,10,3,10,0,4,0,0,"Não protestou",58,4,7,NA,"Masculino",0.880618424331265
10,8,10,10,10,10,10,8,10,10,10,10,10,8,10,9,0,"Não protestou",26,2,14,10,"Feminino",1.16841390391649
9,7,6,5,8,6,8,10,5,10,10,5,7,5,6,5,0,"Não protestou",58,NA,16,10,"Feminino",1.14729140558636
6,8,8,5,8,5,9,5,5,8,8,9,8,5,8,4,3,"Pensou em protestar",22,2,15,5,"Feminino",1.08088470906107
4,5,10,5,10,8,10,10,NA,10,10,2,10,7,10,5,0,"Não protestou",32,1,14,10,"Masculino",0.91594892909752
7,9,10,10,6,9,8,10,10,10,10,10,9,8,9,5,8,"Não protestou",81,2,9,9,"Masculino",1.03835216242752
10,10,10,NA,10,0,10,10,10,0,10,NA,10,0,10,0,10,"Não protestou",45,1,14,10,"Masculino",0.945963757331533
10,10,10,10,10,0,10,0,10,10,10,NA,0,10,0,10,0,"Não protestou",34,2,14,10,"Masculino",1.30136019183751
9,8,10,10,10,9,10,8,10,9,8,10,9,6,10,10,8,"Já protestou",52,1,11,10,"Masculino",0.721006808475982
10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,0,"Pensou em protestar",36,NA,14,10,"Feminino",0.96315036172788
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",29,NA,14,0,"Feminino",0.757436358144965
10,10,10,5,10,5,10,8,5,6,10,10,10,7,8,0,0,"Pensou em protestar",44,3,16,5,"Masculino",0.82886457017324
5,10,10,10,10,9,10,9,10,10,10,9,10,10,8,9,5,"Não protestou",46,1,12,5,"Feminino",0.883641213832976
10,10,0,10,10,10,0,10,10,10,10,0,0,0,10,10,0,"Não protestou",42,2,1,10,"Masculino",0.855067813372796
10,10,10,4,10,10,10,10,10,0,10,10,10,0,10,0,0,"Não protestou",45,2,14,NA,"Feminino",0.976145773155903
5,2,10,5,10,9,10,3,4,5,10,6,8,10,7,7,4,"Não protestou",45,1,14,6,"Feminino",1.09560030871771
4,1,5,5,10,4,5,5,5,5,4,4,NA,5,4,10,2,"Não protestou",75,2,1,NA,"Masculino",1.10049632802847
10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,"Não protestou",36,2,15,NA,"Feminino",0.913151239797407
2,10,10,3,10,10,10,10,10,10,10,10,10,0,10,10,4,"Não protestou",37,2,16,5,"Feminino",0.790636304640926
6,9,9,8,9,5,9,5,3,5,5,6,8,0,7,0,2,"Não protestou",38,1,14,8,"Feminino",1.14201497899088
10,2,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,"Não protestou",69,1,15,0,"Masculino",0.63254717315425
9,10,10,0,10,10,10,8,8,10,10,10,10,1,0,10,8,"Não protestou",40,1,14,NA,"Feminino",0.720160254185217
10,8,10,10,10,10,10,10,7,10,8,6,10,10,2,8,8,"Não protestou",25,2,14,NA,"Masculino",0.813464125583305
6,5,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,"Não protestou",46,3,15,5,"Masculino",0.832880625137132
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",24,3,14,10,"Masculino",0.668294498345676
7,10,10,10,10,10,7,8,9,6,10,10,5,8,8,7,0,"Não protestou",18,NA,9,10,"Masculino",0.835972156821838
7,7,8,8,9,7,8,9,8,8,8,7,7,8,0,7,7,"Já protestou",60,NA,15,7,"Feminino",0.922674792970269
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,"Já protestou",45,3,15,10,"Masculino",1.31352929036921
10,10,10,5,10,10,10,10,10,10,10,10,10,0,10,NA,0,"Não protestou",36,1,14,10,"Masculino",0.980858826792006
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,8,0,"Não protestou",60,1,8,0,"Feminino",0.806597735753837
10,0,10,5,10,10,0,10,10,10,10,5,10,5,10,5,0,"Não protestou",24,3,14,10,"Masculino",1.07616993297719
NA,10,10,10,10,10,10,7,10,10,10,5,10,1,7,0,NA,"Pensou em protestar",56,2,13,NA,"Feminino",0.735506266712889
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,"Não protestou",44,1,7,0,"Feminino",0.832537115379718
10,10,10,5,10,5,10,10,10,10,10,10,10,1,10,5,0,"Não protestou",36,2,15,10,"Masculino",1.21591267070852
9,8,10,9,9,6,9,6,10,9,9,7,2,10,10,5,8,"Não protestou",32,2,11,9,"Feminino",0.868829985490261
10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,0,"Pensou em protestar",18,1,11,10,"Masculino",1.10008718057982
10,7,10,10,10,10,10,10,10,10,5,10,10,6,10,10,0,"Não protestou",23,1,14,5,"Feminino",0.7120341616903
5,10,10,10,10,0,10,2,0,8,10,5,10,8,5,5,0,"Não protestou",32,1,14,10,"Feminino",0.779465472524007
0,0,10,10,10,10,10,NA,10,NA,10,0,10,NA,10,NA,0,"Não protestou",16,1,12,10,"Feminino",0.948669860035624
NA,NA,NA,6,10,NA,7,NA,3,5,8,NA,8,NA,6,NA,8,NA,61,1,8,NA,"Masculino",1.10196162067448
8,10,10,5,10,10,10,9,10,10,10,10,0,3,10,2,0,"Pensou em protestar",42,2,16,5,"Feminino",1.05170098079588
6,10,10,6,10,6,10,4,10,10,10,10,10,3,0,4,0,"Não protestou",18,1,12,10,"Masculino",0.983706151942606
2,4,10,10,10,5,10,10,10,NA,10,NA,NA,3,4,0,NA,NA,52,1,6,NA,"Masculino",1.12403742874585
10,6,10,10,10,10,10,6,5,10,10,8,10,0,10,0,0,"Não protestou",53,2,15,0,"Feminino",0.67525833652962
0,0,10,5,10,8,10,10,10,10,10,9,10,5,10,8,0,"Não protestou",34,1,14,5,"Feminino",1.28050138710081
NA,5,10,10,10,10,10,7,9,5,10,NA,9,10,10,7,0,"Não protestou",19,1,15,1,"Feminino",0.724555555410401
10,5,10,10,10,10,10,10,10,10,10,10,10,5,10,5,0,"Não protestou",24,1,12,2,"Masculino",1.01733855514242
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",25,2,12,0,"Masculino",0.735502490530892
10,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",24,NA,14,0,"Feminino",0.774008150975344
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",34,1,16,10,"Masculino",1.2467324626267
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Já protestou",44,2,16,2,"Masculino",0.799778866728456
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",17,NA,12,9,"Feminino",0.936052453940864
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",25,2,14,5,"Masculino",0.939245586591446
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",44,NA,14,4,"Masculino",0.785957502714966
5,3,5,9,9,4,4,7,6,7,4,4,3,2,4,3,3,"Não protestou",17,NA,12,5,"Feminino",0.944585957369995
0,10,5,10,10,10,10,10,10,10,10,10,NA,0,10,0,10,"Não protestou",50,2,1,2,"Feminino",0.864454818847892
8,10,10,10,10,6,10,10,10,10,10,8,10,7,10,5,0,"Não protestou",58,1,14,10,"Masculino",0.739130936548178
10,10,8,10,10,10,10,10,10,9,10,10,10,8,10,10,4,"Não protestou",65,3,15,5,"Feminino",1.30836192677097
9,4,9,7,9,9,10,10,10,10,10,8,10,4,10,10,0,"Não protestou",34,NA,14,0,"Masculino",0.87763745312686
7,5,9,8,10,9,9,2,1,9,10,7,8,1,7,0,0,"Pensou em protestar",26,2,16,1,"Masculino",0.921978485036444
7,8,8,9,10,4,9,2,3,8,7,7,9,2,4,2,2,"Já protestou",42,1,15,0,"Feminino",0.810980199005113
10,10,10,7,10,9,10,10,10,10,10,10,7,1,1,0,3,"Pensou em protestar",28,1,16,5,"Masculino",0.810277456304725
2,5,10,7,10,10,10,5,10,10,7,7,10,0,3,0,0,"Pensou em protestar",44,1,15,5,"Masculino",0.73410572591857
7,6,3,5,10,6,10,6,NA,NA,10,7,10,4,NA,NA,0,"Não protestou",62,2,7,NA,"Feminino",0.832776063693153
10,NA,10,NA,10,6,10,5,6,5,8,4,10,NA,NA,6,0,"Não protestou",60,1,6,NA,"Feminino",0.873080408870849
10,10,10,7,10,10,10,9,10,10,10,10,10,10,10,10,3,"Não protestou",34,1,14,0,"Feminino",0.971382736438979
10,4,9,10,10,9,10,10,10,10,10,7,10,0,8,2,0,"Não protestou",42,3,15,0,"Feminino",0.832598044071402
9,9,10,10,3,8,9,7,5,10,7,7,4,5,5,9,4,"Não protestou",40,NA,14,7,"Feminino",0.796965259370574
NA,0,10,10,10,10,10,NA,0,0,10,NA,0,NA,NA,NA,NA,NA,65,1,7,NA,"Feminino",0.898472889681013
10,10,10,10,10,10,10,5,10,10,10,5,10,8,10,5,5,"Não protestou",50,1,14,10,"Masculino",0.842992195769641
10,10,10,2,5,5,10,3,2,10,10,10,10,10,9,1,8,"Não protestou",21,1,16,5,"Feminino",1.44130516427683
10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,"Já protestou",24,3,13,0,"Masculino",1.07616993297719
NA,5,10,10,10,10,10,NA,NA,10,NA,NA,NA,NA,10,NA,0,"Já protestou",61,4,6,NA,"Masculino",0.915808176531433
10,10,5,5,10,5,10,8,10,10,10,9,10,4,9,7,0,"Não protestou",61,3,16,5,"Feminino",1.35460822021925
8,6,0,0,6,5,10,10,10,0,10,5,10,10,8,10,0,"Já protestou",42,3,11,10,"Masculino",1.34346540985789
10,10,10,10,9,5,9,7,10,5,10,10,10,7,6,4,2,"Não protestou",28,3,15,8,"Feminino",1.15697973123906
10,10,10,10,10,9,10,10,10,9,10,2,10,6,9,9,0,"Pensou em protestar",35,NA,14,10,"Feminino",1.17352302572956
10,10,10,8,10,6,10,10,7,10,10,6,8,5,10,8,8,"Pensou em protestar",33,2,14,10,"Masculino",1.03875313325775
7,10,8,6,7,8,10,10,10,6,10,8,10,7,8,7,0,"Não protestou",22,2,11,2,"Feminino",0.951070662243377
10,8,10,10,10,10,10,10,10,10,10,10,10,0,10,0,5,"Não protestou",27,2,16,NA,"Masculino",1.13674579320841
10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,"Não protestou",61,2,1,10,"Masculino",1.04356514145043
9,10,10,1,10,5,10,9,10,5,10,9,10,5,10,9,0,"Já protestou",18,NA,14,10,"Feminino",1.21368992574473
10,10,9,7,10,10,10,9,10,10,10,10,10,10,10,7,0,"Já protestou",58,2,14,7,"Feminino",1.28004753448858
10,10,10,5,10,10,10,10,10,10,10,10,5,0,0,0,0,"Já protestou",61,2,7,5,"Feminino",1.20638009916901
5,10,10,10,10,10,10,10,10,8,10,10,10,5,10,9,5,"Não protestou",44,1,6,5,"Feminino",0.867997581494727
9,10,9,8,10,10,10,10,10,10,10,10,10,0,8,0,0,"Não protestou",62,NA,14,10,"Masculino",1.00532909308894
10,10,10,8,10,10,10,10,10,10,10,10,10,0,10,10,0,"Pensou em protestar",25,1,14,10,"Masculino",1.16593383076016
10,6,10,10,10,10,10,10,10,10,10,10,10,0,10,5,5,"Não protestou",59,1,14,5,"Masculino",0.966699516970277
0,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,"Não protestou",40,NA,8,5,"Masculino",1.08796280766142
10,5,10,10,10,10,10,10,10,10,10,10,10,5,10,10,0,"Pensou em protestar",19,NA,14,5,"Masculino",0.983706151942606
NA,NA,10,10,10,10,10,NA,NA,NA,10,NA,NA,NA,NA,NA,0,"Já protestou",34,NA,5,NA,"Feminino",1.17030245057792
8,2,10,3,2,8,1,1,4,3,10,3,8,5,7,9,4,"Não protestou",44,1,9,6,"Feminino",0.960865732215477
9,7,10,10,10,10,10,7,7,8,10,9,9,10,6,9,7,"Não protestou",17,NA,14,6,"Masculino",0.998423932903769
8,9,8,0,8,0,7,7,10,10,0,8,10,0,8,0,0,"Não protestou",38,1,14,NA,"Feminino",0.944583624760479
10,10,10,5,5,7,10,10,10,5,10,0,10,5,8,5,5,"Não protestou",37,2,16,8,"Masculino",1.34443150348174
0,0,10,10,10,0,0,10,8,0,0,10,0,10,0,10,10,"Não protestou",62,1,1,0,"Masculino",1.18115724117005
10,9,10,10,10,9,10,9,10,9,10,0,10,0,10,9,0,"Não protestou",40,1,14,10,"Masculino",0.85089860629283
5,0,10,10,10,10,10,5,0,10,8,8,10,10,7,5,8,"Não protestou",49,2,1,6,"Masculino",1.06087617792778
10,10,10,10,10,10,10,10,10,10,10,8,10,0,10,0,0,"Não protestou",51,2,15,7,"Feminino",0.755379844256485
10,10,10,6,8,10,10,10,8,10,10,7,10,8,5,10,0,"Não protestou",65,2,15,5,"Masculino",0.734761559807123
10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,6,"Não protestou",56,1,5,5,"Feminino",1.26949606704882
8,10,8,5,10,10,10,8,10,10,10,8,8,10,8,8,0,"Não protestou",42,2,14,8,"Feminino",1.14102445500044
10,10,10,10,10,10,10,10,10,10,10,10,6,10,10,7,6,"Não protestou",43,1,7,0,"Feminino",0.994591309907749
6,5,10,3,3,10,10,8,10,10,3,10,10,4,10,8,1,"Não protestou",19,2,15,7,"Masculino",0.930415907979334
